,name,locality,latitude,longitude,cuisines,average_cost_for_two,aggregate_rating,votes,rating_text
1611,Taberna - The Cafe Bar,Vijay Nagar,22.74522609,75.90370987,"Italian, North Indian, Chinese",1400,4.4,722,Very Good
1612,Mangosteen Cafe,New Palasia,22.72731805,75.88403452,Cafe,800,4,912,Very Good
1613,Dilli Darbar Family Restaurant,Old Palasia,22.7238415,75.88701881,"Chinese, North Indian",750,3.9,508,Good
1614,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
1615,Gyaniji Ka Khalsa Dhaba,Bhawar Kuan,22.69285505,75.86704507,"North Indian, Chinese",400,3.9,897,Good
1616,Pishori Restaurant,Sapna Sangeeta,22.69859562,75.86435147,"North Indian, Chinese, Mughlai",800,4,1257,Very Good
1617,Banana Leaf,"Malhar Mega Mall, Vijay Nagar",22.74484886,75.89457929,"South Indian, North Indian",800,4.3,831,Very Good
1618,Apna Sweets,Annapurna Road,22.68848891,75.8368082,"Mithai, North Indian, South Indian, Beverages",400,3.8,1444,Good
1619,Patissez,Vijay Nagar,22.7478682,75.89486964,"Continental, Desserts",1000,4.3,530,Very Good
1620,Mama Loca,New Palasia,22.72821918,75.88418338,"Continental, Italian",1100,4.3,625,Very Good
1621,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
1622,O2 Cafe De La Ville,New Palasia,22.72744979,75.88585541,"Cafe, Fast Food",900,4.1,681,Very Good
1623,Guru Kripa,Rau,22.62061635,75.80065135,North Indian,300,3.9,620,Good
1624,Just My Bakes,Vijay Nagar,22.76006083,75.89254785,"Cafe, North Indian, Bakery",700,4,771,Very Good
1625,Mr. Beans,Old Palasia,22.72318186,75.8979173,"Cafe, French, Italian",800,4.3,715,Very Good
1626,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
1627,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
1628,Bollywood Theka,"Infiniti Hotel, Vijay Nagar",22.75004369,75.90347618,"North Indian, Fast Food, Finger Food",1300,4.4,1119,Very Good
1629,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
1630,Pizza Hut,Sapna Sangeeta,22.69985944,75.86841468,"Pizza, Fast Food, Italian",700,3.6,538,Good
1631,Hotel Shree Leela,Sapna Sangeeta,22.69968994,75.86681005,North Indian,400,3.8,849,Good
1632,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
1633,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
1634,Pizza Hut,"Malhar Mega Mall, Vijay Nagar",22.74098097,75.89501213,"Pizza, Fast Food, Italian",700,3.3,480,Average
1635,Food 4 Foodie,HIG-LIG,22.73627561,75.90043791,"North Indian, Fast Food",450,3.7,663,Good
1636,Namo Sandwich,Sudama Nagar,22.69633146,75.83485689,Fast Food,500,4.3,860,Very Good
1637,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
1638,Sheetal Restaurant,Sudama Nagar,22.69599122,75.83103508,"North Indian, South Indian",600,3.9,748,Good
1639,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg",22.7153826,75.87407682,"North Indian, Mughlai, Chinese",1100,4.4,615,Very Good
1640,Oiya,New Palasia,22.72591346,75.8822009,Cafe,600,4.4,241,Very Good
1641,10 Downing Street,Vijay Nagar,22.74468869,75.89435063,"North Indian, Chinese",1500,4.1,742,Very Good
1642,Little Monk,MR 10 Road,22.7807603,75.86217854,"North Indian, Italian, Chinese",1000,4.2,420,Very Good
1643,Chang's Legacy,Vijay Nagar,22.75228686,75.89130901,"Chinese, North Indian",800,4.6,237,Excellent
1644,JAL - A Jungle Restaurant,Bhawar Kuan,22.65182272,75.88192228,"North Indian, Chinese",850,4.2,622,Very Good
1645,Singh Restaurant,Vijay Nagar,22.76151484,75.88674892,"North Indian, Chinese",500,3.8,587,Good
1646,Pind Balluchi,Vijay Nagar,22.75608795,75.89400295,North Indian,1000,3.9,591,Good
1647,Via Indore,New Palasia,22.72654401,75.88007391,North Indian,550,3.6,362,Good
1648,Madhur Zayka Sweets n Cafe,Annapurna Road,22.69201183,75.83823714,"North Indian, South Indian, Fast Food, Mithai",500,3.8,619,Good
1649,Stars N Sky,"Infiniti Hotel, Vijay Nagar",22.75004276,75.9034745,"North Indian, Chinese, Mughlai",1400,4.6,1356,Excellent
1650,Fagun Restaurant,Vijay Nagar,22.78655993,75.90615269,"North Indian, Continental, Chinese",1200,4.3,453,Very Good
1651,Rangla Punjab The Dhaba,Old Palasia,22.72859986,75.89560423,"North Indian, Chinese",600,3.9,514,Good
1652,Goldy Di Hatti,"BCM Heights, Vijay Nagar",22.75391595,75.90012375,"North Indian, Chinese, Biryani",400,3.9,861,Good
1653,Apna Sweets,Bombay Bazaar,22.71541291,75.84599275,"Mithai, North Indian, South Indian, Beverages",400,3.2,1028,Average
1654,Hill's View - Papaya Tree Hotel,Papaya Tree Hotel,22.62661557,75.8053707,"North Indian, Chinese, Italian",1300,4.4,414,Very Good
1655,Shosha Cafebar,Vijay Nagar,22.74925556,75.89317247,"North Indian, Mexican, Italian",1500,4,250,Very Good
1656,Vidorra,Old Palasia,22.72275045,75.88681195,"North Indian, Chinese",1500,4.1,720,Very Good
1657,Nom! Nom! Chinese,Vijay Nagar,22.75323915,75.90090998,"Chinese, Seafood",600,4.1,367,Very Good
1658,Cream Centre,Vijay Nagar,22.74901995,75.89329988,"North Indian, Italian, Mexican",900,3.9,337,Good
1659,Opium Bar By The Roof,"Infiniti Hotel, Vijay Nagar",22.75003751,75.90347484,"Finger Food, North Indian",1400,4.4,749,Very Good
1660,Lotus Cafe & Restaurant,Rajendra Nagar,22.676229,75.825748,"Cafe, North Indian",550,3.3,505,Average
1661,Pizza Hut,Old Palasia,22.72534414,75.89427587,"Pizza, Fast Food, Italian",700,3.3,422,Average
1662,KYRO,Bhawar Kuan,22.69547435,75.86607277,"North Indian, Chinese, Continental, Mediterranean, Asian",1800,3.7,510,Good
1663,Freito,Vijay Nagar,22.74809669,75.89554355,"Mexican, Italian, Cafe",900,4,416,Very Good
1664,Pitchers Cafebar,Vijay Nagar,22.744501,75.8920379,"North Indian, Italian, Fast Food",1000,4,535,Very Good
1665,Masala Medley Cafe,Sapna Sangeeta,22.70054022,75.86873621,"Cafe, North Indian",600,3.7,415,Good
1666,Kebabilal's,Bhawar Kuan,22.68694255,75.86174939,"North Indian, Chinese",700,3.7,409,Good
1667,Madni Non Veg Restaurant,Gangwal Bus Stand,22.70819744,75.8268173,"North Indian, Biryani",400,4.1,294,Very Good
1668,Pleasure House,Bhawar Kuan,22.68901693,75.86714365,"Cafe, Fast Food",500,4.3,504,Very Good
1669,Shreemaya Celebrity,"Hotel Shreemaya Residency, Press Complex",22.73864887,75.89179013,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.5,441,Excellent
1670,Alav,New Palasia,22.72769131,75.88497665,"North Indian, Chinese",700,4,574,Very Good
1671,Little Italy,Vijay Nagar,22.76269245,75.88230081,"Italian, Mexican",1400,4.5,329,Excellent
1672,House Of Malts,Vijay Nagar,22.74997629,75.90130292,"North Indian, Italian",1000,4.1,226,Very Good
1673,Shreemaya Celebrity,"Hotel Shreemaya Residency, Press Complex",22.73864887,75.89179013,"North Indian, South Indian, Italian, Chinese, Street Food",500,4.5,441,Excellent
1674,Shree Chotiwala Restaurant,South Tukoganj,22.71967613,75.87695751,"North Indian, Chinese",450,3.7,557,Good
1675,Angaraa,Old Palasia,22.72572575,75.89423161,"North Indian, Chinese",650,3.2,495,Average
1676,Capers - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.7500372,75.90347786,"North Indian, Italian, Chinese, Continental",1200,4.5,419,Excellent
1677,Chef's Alcove,Rau,22.6185038,75.8081612,"American, Mexican, Italian",850,4.2,377,Very Good
1678,Vrindavan Restaurant,Vijay Nagar,22.7616515,75.88643443,"North Indian, Chinese, Mughlai",800,3.7,478,Good
1679,Hotel Guru Kripa,Sarwate Bus Stand,22.71408551,75.86884584,North Indian,350,4.3,3441,Very Good
1680,The Creative Kitchen - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar",22.75003472,75.90348355,"North Indian, Continental, Mexican, Italian",2000,4.1,420,Very Good
1681,Mediterra - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778961,"Mediterranean, Italian",2500,4.5,397,Excellent
1682,Oakaz - Cafe and Restaurant,South Tukoganj,22.71833579,75.88356145,"Cafe, North Indian, Fast Food",600,3.7,316,Good
1683,Chopstick City - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,Chinese,1500,4.5,393,Excellent
1684,Hotel Guru Kripa Avenue,Sarwate Bus Stand,22.71409403,75.86911564,North Indian,350,4.1,1354,Very Good
1685,The Eyry,New Palasia,22.7268313,75.88017382,"Cafe, Mexican, Italian, North Indian",1000,4.1,291,Very Good
1686,Ranjeet's Kitchen,Sudama Nagar,22.69020321,75.82892116,North Indian,450,3.3,397,Average
1687,The Chocolate Room,"BCM Heights, Vijay Nagar",22.75396449,75.90025384,"Cafe, Desserts",700,3.9,352,Good
1688,Hotel Shree Leela,Sarwate Bus Stand,22.7137917,75.86911473,North Indian,400,3.8,394,Good
1689,Cafe Bake Well,"Hotel Crown Palace, South Tukoganj",22.7195716,75.88362146,"Cafe, Chinese",400,3.9,373,Good
1690,Mugs & Beans,Rau,22.65848887,75.82485091,"North Indian, Italian, Fast Food",750,3.9,323,Good
1691,Gordhan Thal,Geeta Bhavan,22.71908637,75.8843537,Gujarati,600,3.9,432,Good
1692,Khanabadosh,By Pass Road (North),22.70369261,75.92530735,"North Indian, Chinese",1000,3.6,422,Good
1693,Tic Tac Toe,Vijay Nagar,22.75577104,75.89530483,"North Indian, Chinese, Fast Food",1200,4.4,418,Very Good
1694,Taberna - The Cafe Bar,Vijay Nagar,22.74522609,75.90370987,"Italian, North Indian, Chinese",1400,4.4,722,Very Good
1695,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
1696,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
1697,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
1698,10 Downing Street,Vijay Nagar,22.74468869,75.89435063,"North Indian, Chinese",1500,4.1,742,Very Good
1699,Shosha Cafebar,Vijay Nagar,22.74925556,75.89317247,"North Indian, Mexican, Italian",1500,4,250,Very Good
1700,KYRO,Bhawar Kuan,22.69547435,75.86607277,"North Indian, Chinese, Continental, Mediterranean, Asian",1800,3.7,510,Good
1701,Pitchers Cafebar,Vijay Nagar,22.744501,75.8920379,"North Indian, Italian, Fast Food",1000,4,535,Very Good
1702,Twilight - Hotel WOW,"Hotel Wow, Vijay Nagar",22.74919217,75.89537524,Bar Food,2400,4.3,169,Very Good
1703,Sky Blue Sports Bar,"C21 Mall, Vijay Nagar",22.74406843,75.89440361,"Finger Food, North Indian, Chinese, Mughlai",1800,3.3,241,Average
1704,Mad-eira - The Sensation Hotel,The Sensation Hotel - Rajendra Nagar,22.66735997,75.82141567,"North Indian, Chinese",700,3.6,214,Good
1705,Quenchyard,By Pass Road (South),22.70234345,75.92106812,"North Indian, Chinese",1300,4.1,136,Very Good
1706,Calypso,"C21 Mall, Vijay Nagar",22.74406688,75.89423329,"North Indian, Chinese, Continental",1500,3.9,206,Good
1707,Hangover The Gastro Pub,Vijay Nagar,22.74441133,75.89190613,"North Indian, Italian",1000,4.3,84,Very Good
1708,The Beer Cafe,Vijay Nagar,22.75403406,75.89983173,"Finger Food, Bar Food, Pizza",1500,4,135,Very Good
1709,F Bar & Kitchen,Vijay Nagar,22.77159792,75.89882758,"Continental, North Indian",2000,3.6,187,Good
1710,Indore Pub Exchange,"Treasure Island Mall, South Tukoganj",22.71842176,75.87143149,"Finger Food, North Indian, Italian, Continental",1000,3.8,120,Good
1711,The Cliff Restaurant & Bar,Vijay Nagar,22.74372397,75.89740802,"North Indian, Chinese",1300,2.5,98,Average
1712,Agent Jack's Bar,Vijay Nagar,22.75494646,75.89620605,"Italian, North Indian",1500,4,63,Very Good
1713,Level 3,"Mangal City Mall, Vijay Nagar",22.7527627,75.89626674,"North Indian, Finger Food, Mughlai",1500,3.4,138,Average
1714,Ethyl Bar - Radisson Blu Hotel,"Radisson Blu Hotel, Vijay Nagar",22.75003441,75.90347685,Finger Food,2600,4.2,105,Very Good
1715,Livup Cafebar & Lounge,Vijay Nagar,22.74546788,75.89418266,"North Indian, South Indian, Chinese, Cafe, Beverages",1200,3.7,73,Good
1716,Quorum - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,"Finger Food, North Indian, Continental",1500,3.7,101,Good
1717,High Ball - Hotel Best Western Plus,"Hotel Best Western Plus O2, South Tukoganj",22.71751716,75.87470714,"Finger Food, North Indian",1500,3.8,90,Good
1718,Ego,Old Palasia,22.72272602,75.88679854,"North Indian, Chinese",1500,3.8,77,Good
1719,Robusta Cafe,Rajendra Nagar,22.66474044,75.82579236,North Indian,700,3.7,34,Good
1720,Cafe Blue Turtle,By Pass Road (North),22.75175475,75.93848906,"Cafe, Italian, Continental, Beverages",700,3.7,42,Good
1721,60 ML,Annapurna Road,22.6864337,75.83635926,North Indian,1200,3.7,50,Good
1722,The Roof,"Hotel Kanchan Tilak, South Tukoganj",22.72430166,75.88553455,"North Indian, Chinese",900,3.5,58,Good
1723,Marbella Cafebar,Vijay Nagar,22.77159544,75.89881416,"Continental, Asian, Italian",1000,3.4,66,Average
1724,Exotica The Lounge Bar - Crescent Spa & Resorts,Crescent Spa & Resorts,22.67552485,75.93203031,"Finger Food, Continental",1200,3.5,58,Good
1725,District 11,"Malhar Mega Mall, Vijay Nagar",22.74097881,75.89498799,"North Indian, Italian, Mexican",1200,3.4,49,Average
1726,Addiction Rooftop Bar By Solaris,Bhawar Kuan,22.68101805,75.8577995,North Indian,1500,3.6,18,Good
1727,Boozer's Bar,Sudama Nagar,22.68351385,75.83481364,"North Indian, Chinese",1300,3.3,27,Average
1728,Victoria Club & Lounge,"Treasure Island Mall, South Tukoganj",22.72089616,75.87868452,"Finger Food, North Indian, Chinese",1000,2.6,37,Average
1729,Shack Pool Bar & Grill - Crescent Spa & Resorts,Crescent Spa & Resorts,22.67551897,75.93203098,"North Indian, Italian, Finger Food",1200,3.7,34,Good
1730,Brix & Barrels,Bhawar Kuan,22.69574871,75.86584277,"North Indian, Mughlai, Continental",1500,3.1,12,Average
1731,O2 Club & Lounge,South Tukoganj,22.71749026,75.87471485,"Chinese, North Indian, Continental",1200,3.7,24,Good
1732,Smaaash,South Tukoganj,22.72087884,75.87862417,Finger Food,1200,3.4,13,Average
1733,Good Luck Restaurant & Bar,YN Road,22.73451859,75.87574549,Finger Food,900,3.2,11,Average
1734,Fantasy Lounge and Bar,South Tukoganj,22.71764149,75.87798748,"North Indian, Chinese",800,3.1,7,Average
1735,Namo Sandwich,Sudama Nagar,22.69633146,75.83485689,Fast Food,500,4.3,860,Very Good
1736,Bake N Shake,"BCM Heights, Vijay Nagar",22.75570457,75.89528706,"Cafe, Fast Food, Bakery",500,4.2,683,Very Good
1737,Shree Gurukripa,Sarwate Bus Stand,22.71408953,75.86885054,North Indian,350,4.3,2030,Very Good
1738,Hotel Guru Kripa,Sarwate Bus Stand,22.71408551,75.86884584,North Indian,350,4.3,3441,Very Good
1739,Nafees Restaurant,Old Palasia,22.72571214,75.88775709,"North Indian, Mughlai",800,4.3,2987,Very Good
1740,Shree Gurukripa,Vijay Nagar,22.75322076,75.9021484,North Indian,500,4.1,1451,Very Good
1741,Hotel Guru Kripa Avenue,Sarwate Bus Stand,22.71409403,75.86911564,North Indian,350,4.1,1354,Very Good
1742,Maa Ki Rasoi,Sudama Nagar,22.6846581,75.82895,"North Indian, South Indian",450,4.1,541,Very Good
1743,Apna Sweets,Vijay Nagar,22.74956011,75.89528974,"Mithai, North Indian, South Indian, Beverages",400,4.3,2619,Very Good
1744,Dutt Guru Kripa,South Tukoganj,22.71977664,75.87688342,"North Indian, Fast Food",450,4.1,1261,Very Good
1745,Oye24,HIG-LIG,22.73416947,75.87423574,"North Indian, Chinese",250,4.1,1460,Very Good
1746,Mitti - Organic. Fresh. Desi.,Old Palasia,22.72509334,75.89026932,"Cafe, North Indian",600,4.3,590,Very Good
1747,Sagar Gaire,New Palasia,22.72554639,75.88351585,"South Indian, North Indian, Fast Food",450,4.1,2932,Very Good
1748,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.75003503,75.90348154,"North Indian, Chinese",1100,4.6,959,Excellent
1749,Domino's Pizza,"Sapna Sangeeta Mall, Sapna Sangeeta",22.69901566,75.86720265,"Pizza, Fast Food",400,3.9,1437,Good
1750,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75243589,75.88778827,"North Indian, Chinese, Italian",1800,4.7,658,Excellent
1751,Hotel Rajhans,Sarafa Bazaar,22.71785828,75.85122675,North Indian,400,4,1972,Very Good
1752,Hotel Zakir,Khajrana,22.73306955,75.91415506,North Indian,300,4.1,738,Very Good
1753,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.75003751,75.90347484,"North Indian, Chinese, Italian",1200,4.8,518,Excellent
1754,Apna Sweets,Sapna Sangeeta,22.69974624,75.86668465,"Mithai, North Indian, South Indian, Beverages",400,4,1849,Very Good
1755,Domino's Pizza,Old Palasia,22.72560422,75.8944482,"Pizza, Fast Food",400,3.9,738,Good
1756,99 Rotiwala,HIG-LIG,22.73821875,75.88737186,North Indian,500,4.2,2517,Very Good
1757,Madhuram Sweets,"56 Dukan, New Palasia",22.72408302,75.88479862,"Chinese, Mithai",300,4,659,Very Good
1758,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,"North Indian, Bar Food",1500,4.9,1346,Excellent
1759,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg",22.71538229,75.87409124,"Bakery, North Indian, South Indian, Fast Food",600,4.6,782,Excellent
1760,Hotel Madni Darbar,Sarwate Bus Stand,22.71490539,75.86858734,North Indian,300,3.9,890,Good
1761,Apna Sweets,Old Palasia,22.72568153,75.89197587,"Mithai, North Indian, South Indian, Beverages",400,4.2,1543,Very Good
1762,Domino's Pizza,Vijay Nagar,22.75241022,75.89099485,"Pizza, Fast Food",400,3.8,792,Good
1763,The Monroe,New Palasia,22.72673018,75.88414416,"Italian, Chinese, North Indian",900,4.4,728,Very Good
1764,Singh Sahab,Sapna Sangeeta,22.69605215,75.86003143,"North Indian, Chinese",600,3.9,1150,Good
1765,Taberna - The Cafe Bar,Vijay Nagar,22.74522609,75.90370987,"Italian, North Indian, Chinese",1400,4.4,722,Very Good
1766,Mangosteen Cafe,New Palasia,22.72731805,75.88403452,Cafe,800,4,912,Very Good
1767,KFC,"Malhar Mega Mall, Vijay Nagar",22.74097881,75.89500375,"Burger, Fast Food",450,4,774,Very Good
1768,Tic Tac Toe,Vijay Nagar,22.75577104,75.89530483,"North Indian, Chinese, Fast Food",1200,4.4,418,Very Good
1769,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75294944,75.88340923,"North Indian, Italian, Asian, Fast Food",1800,4.4,634,Very Good
1770,Dilli Darbar Family Restaurant,Old Palasia,22.7238415,75.88701881,"Chinese, North Indian",750,3.9,508,Good
1771,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
1772,Rasgulla House,Geeta Bhavan,22.7185767,75.88595599,Mithai,100,4.3,829,Very Good
1773,Gyaniji Ka Khalsa Dhaba,Bhawar Kuan,22.69285505,75.86704507,"North Indian, Chinese",400,3.9,897,Good
1774,Pishori Restaurant,Sapna Sangeeta,22.69859562,75.86435147,"North Indian, Chinese, Mughlai",800,4,1257,Very Good
1775,Banana Leaf,"Malhar Mega Mall, Vijay Nagar",22.74484886,75.89457929,"South Indian, North Indian",800,4.3,831,Very Good
1776,Apna Sweets,Annapurna Road,22.68848891,75.8368082,"Mithai, North Indian, South Indian, Beverages",400,3.8,1444,Good
1777,"Raja Ram - Dhaba, Sweets & Namkeen",Vijay Nagar,22.77285,75.902185,"North Indian, Mithai, Street Food",200,4.1,457,Very Good
1778,Patissez,Vijay Nagar,22.7478682,75.89486964,"Continental, Desserts",1000,4.3,530,Very Good
1779,Shiva Chinese Wok,Old Palasia,22.72299755,75.89690879,"Chinese, Fast Food",300,4.1,412,Very Good
1780,Old Kolkata Roll Club,New Palasia,22.72467121,75.88415589,"Chinese, Rolls",250,4.1,458,Very Good
1781,Tinku Everfresh,Vijay Nagar,22.75671249,75.88739164,"Sandwich, Fast Food, Beverages",450,4.2,1054,Very Good
1782,Mama Loca,New Palasia,22.72821918,75.88418338,"Continental, Italian",1100,4.3,625,Very Good
1783,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
1784,KFC,RNT Marg,22.7139318,75.87478627,"Burger, Fast Food",450,3.8,745,Good
1785,O2 Cafe De La Ville,New Palasia,22.72744979,75.88585541,"Cafe, Fast Food",900,4.1,681,Very Good
1786,Guru Kripa,Rau,22.62061635,75.80065135,North Indian,300,3.9,620,Good
1787,Just Paratha,Bhawar Kuan,22.69011165,75.86425994,"North Indian, Fast Food",250,4,740,Very Good
1788,Just My Bakes,Vijay Nagar,22.76006083,75.89254785,"Cafe, North Indian, Bakery",700,4,771,Very Good
1789,Mr. Beans,Old Palasia,22.72318186,75.8979173,"Cafe, French, Italian",800,4.3,715,Very Good
1790,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
1791,Shreemaya Celebration,Rajendra Nagar,22.66956459,75.83192121,"Bakery, North Indian, South Indian, Fast Food",500,4.3,465,Very Good
1792,Tinku's,Bhawar Kuan,22.69337625,75.86730693,"Sandwich, Fast Food, Beverages",450,4,884,Very Good
1793,Oye24,Manik Bagh Road,22.708502,75.855355,"North Indian, Chinese",250,3.7,568,Good
1794,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
1795,Chill Baby,Old Palasia,22.72579069,75.89463327,"Fast Food, Chinese, Pizza",400,3.9,486,Good
1796,Shreemaya Celebration,Rajendra Nagar,22.66956459,75.83192121,"Bakery, North Indian, South Indian, Fast Food",500,4.3,465,Very Good
1797,Chick N Serve,Khajrana,22.73368244,75.90231411,"Lebanese, North Indian, Chinese",800,4.1,848,Very Good
1798,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
1799,Johny Hot Dog,"56 Dukan, New Palasia",22.72551299,75.88435136,"Fast Food, Street Food",150,4.5,1650,Excellent
1800,Just My Bakes,Sudama Nagar,22.69346719,75.82868747,"Cafe, North Indian, Bakery",700,3.8,275,Good
1801,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
1802,Hotel Shree Leela,Sapna Sangeeta,22.69968994,75.86681005,North Indian,400,3.8,849,Good
1803,Pizza Hut,Sapna Sangeeta,22.69985944,75.86841468,"Pizza, Fast Food, Italian",700,3.6,538,Good
1804,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
1805,JMB,Manik Bagh Road,22.70850209,75.85467305,"Chinese, Fast Food, Desserts",400,4.1,489,Very Good
1806,Pizza Hut,"Malhar Mega Mall, Vijay Nagar",22.74098097,75.89501213,"Pizza, Fast Food, Italian",700,3.3,480,Average
1807,Food 4 Foodie,HIG-LIG,22.73627561,75.90043791,"North Indian, Fast Food",450,3.7,663,Good
1808,Ravi Alpahar,Old Palasia,22.72695407,75.89435935,Street Food,100,4.3,642,Very Good
1809,Vijay Chaat House,"56 Dukan, New Palasia",22.72373604,75.88471279,Street Food,100,4.8,598,Excellent
1810,The GroundBaking Co.,Vijay Nagar,22.75681884,75.8895582,"Pizza, Continental, Beverages",600,4.4,505,Very Good
1811,Shree Leela Dal Bafle,Sarwate Bus Stand,22.71390366,75.86915597,North Indian,200,3.9,355,Good
1812,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
1813,Naturals Ice Cream,RNT Marg,22.71819971,75.87213423,"Desserts, Ice Cream",150,4.7,632,Excellent
1814,Sheetal Restaurant,Sudama Nagar,22.69599122,75.83103508,"North Indian, South Indian",600,3.9,748,Good
1815,Parag Bakery & Fast Food,Sudama Nagar,22.68636936,75.82926918,"Bakery, Fast Food",300,4.1,605,Very Good
1816,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg",22.7153826,75.87407682,"North Indian, Mughlai, Chinese",1100,4.4,615,Very Good
1817,Oiya,New Palasia,22.72591346,75.8822009,Cafe,600,4.4,241,Very Good
1818,10 Downing Street,Vijay Nagar,22.74468869,75.89435063,"North Indian, Chinese",1500,4.1,742,Very Good
1819,Mukki Ke Zayke,Sapna Sangeeta,22.69760211,75.86748496,Fast Food,150,4.4,730,Very Good
1820,Little Monk,MR 10 Road,22.7807603,75.86217854,"North Indian, Italian, Chinese",1000,4.2,420,Very Good
1821,Tinku's,YN Road,22.72124778,75.87387331,"Sandwich, Fast Food, Beverages",450,4.2,822,Very Good
1822,Chang's Legacy,Vijay Nagar,22.75228686,75.89130901,"Chinese, North Indian",800,4.6,237,Excellent
1823,Johny Hot Dog,"56 Dukan, New Palasia",22.72374872,75.88484723,Fast Food,200,4.3,393,Very Good
1824,JAL - A Jungle Restaurant,Bhawar Kuan,22.65182272,75.88192228,"North Indian, Chinese",850,4.2,622,Very Good
1825,Domino's Pizza,Rajendra Nagar,22.66035144,75.82506549,"Pizza, Fast Food",400,3.8,578,Good
1826,Foobae,Old Palasia,22.72324804,75.89555494,"Burger, Beverages, Fast Food, Desserts",300,4.1,516,Very Good
1827,Singh Restaurant,Vijay Nagar,22.76151484,75.88674892,"North Indian, Chinese",500,3.8,587,Good
1828,Dilli Da Roll,New Palasia,22.72462761,75.88403352,Rolls,400,4.4,569,Very Good
1829,Sam's Momos,"56 Dukan, New Palasia",22.72438052,75.88470776,"Momos, Chinese, Rolls, North Indian, Fast Food",500,3.9,505,Good
1830,Pind Balluchi,Vijay Nagar,22.75608795,75.89400295,North Indian,1000,3.9,591,Good
1831,Via Indore,New Palasia,22.72654401,75.88007391,North Indian,550,3.6,362,Good
1832,Delicious Hut,HIG-LIG,22.73201136,75.89133013,North Indian,300,4.1,620,Very Good
1833,Madhur Zayka Sweets n Cafe,Annapurna Road,22.69201183,75.83823714,"North Indian, South Indian, Fast Food, Mithai",500,3.8,619,Good
1834,Stars N Sky,"Infiniti Hotel, Vijay Nagar",22.75004276,75.9034745,"North Indian, Chinese, Mughlai",1400,4.6,1356,Excellent
1835,Bake N Shake,"BCM Heights, Vijay Nagar",22.75570457,75.89528706,"Cafe, Fast Food, Bakery",500,4.2,683,Very Good
